Valor do BTC atual: 29378.14 | Horário da Captura: 2023-08-14 15:43:50 | Previsão: 29318.55
Valor do BTC atual: 27948.53 | Horário da Captura: 2023-08-17 13:50:01 | Previsão: 28909.19
Valor do BTC atual: 27948.53 | Horário da Captura: 2023-08-17 13:50:01 | Previsão: 28909.19
Valor do BTC atual: 27948.53 | Horário da Captura: 2023-08-17 13:50:02 | Previsão: 28909.19
Valor do BTC atual: 27948.52 | Horário da Captura: 2023-08-17 13:50:02 | Previsão: 28909.19
Valor do BTC atual: 27948.52 | Horário da Captura: 2023-08-17 13:50:02 | Previsão: 28909.19
Valor do BTC atual: 27948.53 | Horário da Captura: 2023-08-17 13:50:03 | Previsão: 28909.19
Valor do BTC atual: 27948.53 | Horário da Captura: 2023-08-17 13:50:03 | Previsão: 28909.19
Valor do BTC atual: 27948.52 | Horário da Captura: 2023-08-17 13:50:04 | Previsão: 28909.19
Valor do BTC atual: 27948.52 | Horário da Captura: 2023-08-17 13:50:04 | Previsão: 28909.19
Valor do BTC atual: 27948.52 | Horário da Captura: 2023-08-17 13:50:04 | Previsão: 28909.19
Valor do BTC atual: 27946.02 | Horário da Captura: 2023-08-17 13:50:05 | Previsão: 28909.19
Valor do BTC atual: 27946.01 | Horário da Captura: 2023-08-17 13:50:05 | Previsão: 28909.19
Valor do BTC atual: 27946.01 | Horário da Captura: 2023-08-17 13:50:05 | Previsão: 28909.19
Valor do BTC atual: 27946.02 | Horário da Captura: 2023-08-17 13:50:06 | Previsão: 28909.19
Valor do BTC atual: 27946.02 | Horário da Captura: 2023-08-17 13:50:06 | Previsão: 28909.19
Valor do BTC atual: 27946.01 | Horário da Captura: 2023-08-17 13:50:07 | Previsão: 28909.19
Valor do BTC atual: 27946.01 | Horário da Captura: 2023-08-17 13:50:07 | Previsão: 28909.19
Valor do BTC atual: 27946.01 | Horário da Captura: 2023-08-17 13:50:07 | Previsão: 28909.19
Valor do BTC atual: 27946.01 | Horário da Captura: 2023-08-17 13:50:08 | Previsão: 28909.19
Valor do BTC atual: 27946.01 | Horário da Captura: 2023-08-17 13:50:08 | Previsão: 28909.19
Valor do BTC atual: 27946.01 | Horário da Captura: 2023-08-17 13:50:08 | Previsão: 28909.19
Valor do BTC atual: 27946.00 | Horário da Captura: 2023-08-17 13:50:09 | Previsão: 28909.19
Valor do BTC atual: 27946.02 | Horário da Captura: 2023-08-17 13:50:09 | Previsão: 28909.19
Valor do BTC atual: 27948.53 | Horário da Captura: 2023-08-17 13:50:09 | Previsão: 28909.19
Valor do BTC atual: 27948.53 | Horário da Captura: 2023-08-17 13:50:10 | Previsão: 28909.19
Valor do BTC atual: 27948.53 | Horário da Captura: 2023-08-17 13:50:10 | Previsão: 28909.19
Valor do BTC atual: 27948.53 | Horário da Captura: 2023-08-17 13:50:10 | Previsão: 28909.19
Valor do BTC atual: 27948.87 | Horário da Captura: 2023-08-17 13:50:11 | Previsão: 28909.19
Valor do BTC atual: 27948.88 | Horário da Captura: 2023-08-17 13:50:11 | Previsão: 28909.19
Valor do BTC atual: 27948.88 | Horário da Captura: 2023-08-17 13:50:11 | Previsão: 28909.19
Valor do BTC atual: 27950.00 | Horário da Captura: 2023-08-17 13:50:12 | Previsão: 28909.19
Valor do BTC atual: 27953.99 | Horário da Captura: 2023-08-17 13:50:12 | Previsão: 28909.19
Valor do BTC atual: 27954.00 | Horário da Captura: 2023-08-17 13:50:13 | Previsão: 28909.19
Valor do BTC atual: 27954.00 | Horário da Captura: 2023-08-17 13:50:13 | Previsão: 28909.19
Valor do BTC atual: 27953.99 | Horário da Captura: 2023-08-17 13:50:13 | Previsão: 28909.19
Valor do BTC atual: 27954.00 | Horário da Captura: 2023-08-17 13:50:14 | Previsão: 28909.19
Valor do BTC atual: 27954.00 | Horário da Captura: 2023-08-17 13:50:14 | Previsão: 28909.19
Valor do BTC atual: 27954.00 | Horário da Captura: 2023-08-17 13:50:14 | Previsão: 28909.19
Valor do BTC atual: 27954.00 | Horário da Captura: 2023-08-17 13:50:15 | Previsão: 28909.19
Valor do BTC atual: 27954.00 | Horário da Captura: 2023-08-17 13:50:15 | Previsão: 28909.19
Valor do BTC atual: 27954.00 | Horário da Captura: 2023-08-17 13:50:15 | Previsão: 28909.19
Valor do BTC atual: 27955.24 | Horário da Captura: 2023-08-17 13:50:16 | Previsão: 28909.19
Valor do BTC atual: 27956.84 | Horário da Captura: 2023-08-17 13:50:16 | Previsão: 28909.19
Valor do BTC atual: 27958.00 | Horário da Captura: 2023-08-17 13:50:17 | Previsão: 28909.19
Valor do BTC atual: 27958.00 | Horário da Captura: 2023-08-17 13:50:18 | Previsão: 28909.19
Valor do BTC atual: 27958.00 | Horário da Captura: 2023-08-17 13:50:18 | Previsão: 28909.19
Valor do BTC atual: 27958.00 | Horário da Captura: 2023-08-17 13:50:19 | Previsão: 28909.19
Valor do BTC atual: 27958.00 | Horário da Captura: 2023-08-17 13:50:19 | Previsão: 28909.19
Valor do BTC atual: 27958.00 | Horário da Captura: 2023-08-17 13:50:19 | Previsão: 28909.19
Valor do BTC atual: 27957.99 | Horário da Captura: 2023-08-17 13:50:20 | Previsão: 28909.19
Valor do BTC atual: 27958.00 | Horário da Captura: 2023-08-17 13:50:20 | Previsão: 28909.19
Valor do BTC atual: 27958.00 | Horário da Captura: 2023-08-17 13:50:20 | Previsão: 28909.19
Valor do BTC atual: 27958.00 | Horário da Captura: 2023-08-17 13:50:21 | Previsão: 28909.19
Valor do BTC atual: 27957.99 | Horário da Captura: 2023-08-17 13:50:21 | Previsão: 28909.19
Valor do BTC atual: 27957.99 | Horário da Captura: 2023-08-17 13:50:22 | Previsão: 28909.19
Valor do BTC atual: 27957.99 | Horário da Captura: 2023-08-17 13:50:22 | Previsão: 28909.19
Valor do BTC atual: 27957.99 | Horário da Captura: 2023-08-17 13:50:22 | Previsão: 28909.19
Valor do BTC atual: 27958.00 | Horário da Captura: 2023-08-17 13:50:23 | Previsão: 28909.19
Valor do BTC atual: 27958.00 | Horário da Captura: 2023-08-17 13:50:23 | Previsão: 28909.19
Valor do BTC atual: 27958.00 | Horário da Captura: 2023-08-17 13:50:24 | Previsão: 28909.19
Valor do BTC atual: 27957.99 | Horário da Captura: 2023-08-17 13:50:24 | Previsão: 28909.19
Valor do BTC atual: 27957.99 | Horário da Captura: 2023-08-17 13:50:25 | Previsão: 28909.19
Valor do BTC atual: 27957.99 | Horário da Captura: 2023-08-17 13:50:25 | Previsão: 28909.19
Valor do BTC atual: 27958.00 | Horário da Captura: 2023-08-17 13:50:25 | Previsão: 28909.19
Valor do BTC atual: 27958.00 | Horário da Captura: 2023-08-17 13:50:26 | Previsão: 28909.19
Valor do BTC atual: 27958.00 | Horário da Captura: 2023-08-17 13:50:26 | Previsão: 28909.19
Valor do BTC atual: 27957.99 | Horário da Captura: 2023-08-17 13:50:26 | Previsão: 28909.19
Valor do BTC atual: 27957.99 | Horário da Captura: 2023-08-17 13:50:27 | Previsão: 28909.19
Valor do BTC atual: 27958.00 | Horário da Captura: 2023-08-17 13:50:27 | Previsão: 28909.19
Valor do BTC atual: 27958.00 | Horário da Captura: 2023-08-17 13:50:28 | Previsão: 28909.19
Valor do BTC atual: 27957.98 | Horário da Captura: 2023-08-17 13:50:28 | Previsão: 28909.19
Valor do BTC atual: 27957.99 | Horário da Captura: 2023-08-17 13:50:28 | Previsão: 28909.19
Valor do BTC atual: 27957.99 | Horário da Captura: 2023-08-17 13:50:29 | Previsão: 28909.19
Valor do BTC atual: 27957.99 | Horário da Captura: 2023-08-17 13:50:29 | Previsão: 28909.19
Valor do BTC atual: 27957.98 | Horário da Captura: 2023-08-17 13:50:30 | Previsão: 28909.19
Valor do BTC atual: 27957.98 | Horário da Captura: 2023-08-17 13:50:30 | Previsão: 28909.19
Valor do BTC atual: 27957.98 | Horário da Captura: 2023-08-17 13:50:30 | Previsão: 28909.19
Valor do BTC atual: 27957.98 | Horário da Captura: 2023-08-17 13:50:31 | Previsão: 28909.19
Valor do BTC atual: 27957.98 | Horário da Captura: 2023-08-17 13:50:31 | Previsão: 28909.19
Valor do BTC atual: 27957.98 | Horário da Captura: 2023-08-17 13:50:31 | Previsão: 28909.19
Valor do BTC atual: 27957.98 | Horário da Captura: 2023-08-17 13:50:32 | Previsão: 28909.19
Valor do BTC atual: 27956.05 | Horário da Captura: 2023-08-17 13:50:32 | Previsão: 28909.19
Valor do BTC atual: 27956.04 | Horário da Captura: 2023-08-17 13:50:32 | Previsão: 28909.19
Valor do BTC atual: 27956.04 | Horário da Captura: 2023-08-17 13:50:33 | Previsão: 28909.19
Valor do BTC atual: 27956.05 | Horário da Captura: 2023-08-17 13:50:33 | Previsão: 28909.19
Valor do BTC atual: 27956.04 | Horário da Captura: 2023-08-17 13:50:33 | Previsão: 28909.19
Valor do BTC atual: 27956.04 | Horário da Captura: 2023-08-17 13:50:34 | Previsão: 28909.19
Valor do BTC atual: 27956.05 | Horário da Captura: 2023-08-17 13:50:34 | Previsão: 28909.19
Valor do BTC atual: 27956.05 | Horário da Captura: 2023-08-17 13:50:34 | Previsão: 28909.19
Valor do BTC atual: 27956.04 | Horário da Captura: 2023-08-17 13:50:35 | Previsão: 28909.19
Valor do BTC atual: 27954.02 | Horário da Captura: 2023-08-17 13:50:35 | Previsão: 28909.19
Valor do BTC atual: 27954.01 | Horário da Captura: 2023-08-17 13:50:35 | Previsão: 28909.19
Valor do BTC atual: 27952.00 | Horário da Captura: 2023-08-17 13:50:36 | Previsão: 28909.19
Valor do BTC atual: 27950.95 | Horário da Captura: 2023-08-17 13:50:36 | Previsão: 28909.19
Valor do BTC atual: 27950.94 | Horário da Captura: 2023-08-17 13:50:37 | Previsão: 28909.19
Valor do BTC atual: 27950.94 | Horário da Captura: 2023-08-17 13:50:37 | Previsão: 28909.19
Valor do BTC atual: 27950.94 | Horário da Captura: 2023-08-17 13:50:37 | Previsão: 28909.19
Valor do BTC atual: 27950.94 | Horário da Captura: 2023-08-17 13:50:38 | Previsão: 28909.19
Valor do BTC atual: 27950.95 | Horário da Captura: 2023-08-17 13:50:38 | Previsão: 28909.19
Valor do BTC atual: 27950.95 | Horário da Captura: 2023-08-17 13:50:38 | Previsão: 28909.19
Valor do BTC atual: 27948.00 | Horário da Captura: 2023-08-17 13:50:39 | Previsão: 28909.19
Valor do BTC atual: 27946.00 | Horário da Captura: 2023-08-17 13:50:39 | Previsão: 28909.19
Valor do BTC atual: 27946.00 | Horário da Captura: 2023-08-17 13:50:40 | Previsão: 28909.19
Valor do BTC atual: 27946.00 | Horário da Captura: 2023-08-17 13:50:40 | Previsão: 28909.19
Valor do BTC atual: 27946.00 | Horário da Captura: 2023-08-17 13:50:41 | Previsão: 28909.19
Valor do BTC atual: 27946.00 | Horário da Captura: 2023-08-17 13:50:41 | Previsão: 28909.19
Valor do BTC atual: 27946.01 | Horário da Captura: 2023-08-17 13:50:41 | Previsão: 28909.19
Valor do BTC atual: 27946.01 | Horário da Captura: 2023-08-17 13:50:42 | Previsão: 28909.19
Valor do BTC atual: 27946.01 | Horário da Captura: 2023-08-17 13:50:42 | Previsão: 28909.19
Valor do BTC atual: 27946.01 | Horário da Captura: 2023-08-17 13:50:42 | Previsão: 28909.19
Valor do BTC atual: 27946.01 | Horário da Captura: 2023-08-17 13:50:43 | Previsão: 28909.19
Valor do BTC atual: 27946.01 | Horário da Captura: 2023-08-17 13:50:43 | Previsão: 28909.19
Valor do BTC atual: 27946.01 | Horário da Captura: 2023-08-17 13:50:44 | Previsão: 28909.19
Valor do BTC atual: 27946.00 | Horário da Captura: 2023-08-17 13:50:44 | Previsão: 28909.19
Valor do BTC atual: 27944.72 | Horário da Captura: 2023-08-17 13:58:16 | Previsão: 28909.19
Valor do BTC atual: 27944.72 | Horário da Captura: 2023-08-17 13:58:17 | Previsão: 28909.19
Valor do BTC atual: 27947.53 | Horário da Captura: 2023-08-17 13:58:17 | Previsão: 28909.19
Valor do BTC atual: 27948.00 | Horário da Captura: 2023-08-17 13:58:18 | Previsão: 28909.19
Valor do BTC atual: 27948.00 | Horário da Captura: 2023-08-17 13:58:19 | Previsão: 28909.19
Valor do BTC atual: 27948.00 | Horário da Captura: 2023-08-17 13:58:20 | Previsão: 28909.19
Valor do BTC atual: 27947.99 | Horário da Captura: 2023-08-17 13:58:20 | Previsão: 28909.19
Valor do BTC atual: 27949.97 | Horário da Captura: 2023-08-17 13:58:21 | Previsão: 28909.19
Valor do BTC atual: 27952.63 | Horário da Captura: 2023-08-17 13:58:22 | Previsão: 28909.19
Valor do BTC atual: 27956.67 | Horário da Captura: 2023-08-17 13:58:22 | Previsão: 28909.19
Valor do BTC atual: 27958.65 | Horário da Captura: 2023-08-17 13:58:23 | Previsão: 28909.19
Valor do BTC atual: 27958.64 | Horário da Captura: 2023-08-17 13:58:24 | Previsão: 28909.19
Valor do BTC atual: 27958.64 | Horário da Captura: 2023-08-17 13:58:25 | Previsão: 28909.19
Valor do BTC atual: 27958.65 | Horário da Captura: 2023-08-17 13:58:25 | Previsão: 28909.19
Valor do BTC atual: 27959.26 | Horário da Captura: 2023-08-17 13:58:25 | Previsão: 28909.19
Valor do BTC atual: 27959.44 | Horário da Captura: 2023-08-17 13:58:26 | Previsão: 28909.19
Valor do BTC atual: 27959.44 | Horário da Captura: 2023-08-17 13:58:26 | Previsão: 28909.19
Valor do BTC atual: 27959.45 | Horário da Captura: 2023-08-17 13:58:26 | Previsão: 28909.19
Valor do BTC atual: 27959.45 | Horário da Captura: 2023-08-17 13:58:27 | Previsão: 28909.19
Valor do BTC atual: 27959.45 | Horário da Captura: 2023-08-17 13:58:27 | Previsão: 28909.19
Valor do BTC atual: 27959.73 | Horário da Captura: 2023-08-17 13:58:28 | Previsão: 28909.19
Valor do BTC atual: 27959.72 | Horário da Captura: 2023-08-17 13:58:28 | Previsão: 28909.19
Valor do BTC atual: 27959.87 | Horário da Captura: 2023-08-17 13:58:29 | Previsão: 28909.19
Valor do BTC atual: 27962.82 | Horário da Captura: 2023-08-17 13:58:29 | Previsão: 28909.19
Valor do BTC atual: 27962.82 | Horário da Captura: 2023-08-17 13:58:30 | Previsão: 28909.19
Valor do BTC atual: 27962.83 | Horário da Captura: 2023-08-17 13:58:30 | Previsão: 28909.19
Valor do BTC atual: 27993.99 | Horário da Captura: 2023-08-17 14:05:50 | Previsão: 28909.19
Valor do BTC atual: 27993.99 | Horário da Captura: 2023-08-17 14:05:51 | Previsão: 28909.19
Valor do BTC atual: 27993.98 | Horário da Captura: 2023-08-17 14:05:51 | Previsão: 28909.19
Valor do BTC atual: 27995.96 | Horário da Captura: 2023-08-17 14:05:51 | Previsão: 28909.19
Valor do BTC atual: 27998.70 | Horário da Captura: 2023-08-17 14:05:52 | Previsão: 28909.19
Valor do BTC atual: 27998.70 | Horário da Captura: 2023-08-17 14:05:53 | Previsão: 28909.19
Valor do BTC atual: 27998.70 | Horário da Captura: 2023-08-17 14:05:53 | Previsão: 28909.19
Valor do BTC atual: 27998.70 | Horário da Captura: 2023-08-17 14:05:54 | Previsão: 28909.19
Valor do BTC atual: 27998.69 | Horário da Captura: 2023-08-17 14:05:55 | Previsão: 28909.19
Valor do BTC atual: 27998.69 | Horário da Captura: 2023-08-17 14:05:56 | Previsão: 28909.19
Valor do BTC atual: 27998.69 | Horário da Captura: 2023-08-17 14:05:57 | Previsão: 28909.19
Valor do BTC atual: 27998.69 | Horário da Captura: 2023-08-17 14:05:58 | Previsão: 28909.19
Valor do BTC atual: 27998.70 | Horário da Captura: 2023-08-17 14:05:58 | Previsão: 28909.19
Valor do BTC atual: 27998.70 | Horário da Captura: 2023-08-17 14:05:58 | Previsão: 28909.19
Valor do BTC atual: 27998.70 | Horário da Captura: 2023-08-17 14:05:59 | Previsão: 28909.19
Valor do BTC atual: 27998.70 | Horário da Captura: 2023-08-17 14:05:59 | Previsão: 28909.19
Valor do BTC atual: 27998.69 | Horário da Captura: 2023-08-17 14:05:59 | Previsão: 28909.19
Valor do BTC atual: 27999.00 | Horário da Captura: 2023-08-17 14:06:00 | Previsão: 28909.19
Valor do BTC atual: 27999.00 | Horário da Captura: 2023-08-17 14:06:00 | Previsão: 28909.19
Valor do BTC atual: 28001.10 | Horário da Captura: 2023-08-17 14:06:01 | Previsão: 28909.19
Valor do BTC atual: 28002.20 | Horário da Captura: 2023-08-17 14:06:01 | Previsão: 28909.19
Valor do BTC atual: 28004.17 | Horário da Captura: 2023-08-17 14:06:02 | Previsão: 28909.19
Valor do BTC atual: 28004.18 | Horário da Captura: 2023-08-17 14:06:02 | Previsão: 28909.19
Valor do BTC atual: 28004.18 | Horário da Captura: 2023-08-17 14:06:02 | Previsão: 28909.19
Valor do BTC atual: 28004.17 | Horário da Captura: 2023-08-17 14:06:03 | Previsão: 28909.19
Valor do BTC atual: 28004.18 | Horário da Captura: 2023-08-17 14:06:03 | Previsão: 28909.19
Valor do BTC atual: 28004.17 | Horário da Captura: 2023-08-17 14:06:03 | Previsão: 28909.19
Valor do BTC atual: 28004.18 | Horário da Captura: 2023-08-17 14:06:04 | Previsão: 28909.19
Valor do BTC atual: 28004.18 | Horário da Captura: 2023-08-17 14:06:04 | Previsão: 28909.19
Valor do BTC atual: 28004.17 | Horário da Captura: 2023-08-17 14:06:05 | Previsão: 28909.19
Valor do BTC atual: 28000.43 | Horário da Captura: 2023-08-17 14:06:05 | Previsão: 28909.19
Valor do BTC atual: 27998.81 | Horário da Captura: 2023-08-17 14:06:06 | Previsão: 28909.19
Valor do BTC atual: 27996.01 | Horário da Captura: 2023-08-17 14:06:06 | Previsão: 28909.19
Valor do BTC atual: 27996.00 | Horário da Captura: 2023-08-17 14:06:06 | Previsão: 28909.19
Valor do BTC atual: 27996.00 | Horário da Captura: 2023-08-17 14:06:07 | Previsão: 28909.19
Valor do BTC atual: 28001.57 | Horário da Captura: 2023-08-17 14:06:07 | Previsão: 28909.19
Valor do BTC atual: 27999.99 | Horário da Captura: 2023-08-17 14:06:07 | Previsão: 28909.19
Valor do BTC atual: 27999.99 | Horário da Captura: 2023-08-17 14:06:08 | Previsão: 28909.19
Valor do BTC atual: 27999.99 | Horário da Captura: 2023-08-17 14:06:08 | Previsão: 28909.19
Valor do BTC atual: 28003.38 | Horário da Captura: 2023-08-17 14:06:09 | Previsão: 28909.19
Valor do BTC atual: 28005.00 | Horário da Captura: 2023-08-17 14:06:09 | Previsão: 28909.19
Valor do BTC atual: 28006.66 | Horário da Captura: 2023-08-17 14:06:09 | Previsão: 28909.19
Valor do BTC atual: 28006.65 | Horário da Captura: 2023-08-17 14:06:10 | Previsão: 28909.19
Valor do BTC atual: 28007.99 | Horário da Captura: 2023-08-17 14:06:10 | Previsão: 28909.19
Valor do BTC atual: 28007.99 | Horário da Captura: 2023-08-17 14:06:11 | Previsão: 28909.19
Valor do BTC atual: 28007.99 | Horário da Captura: 2023-08-17 14:06:11 | Previsão: 28909.19
Valor do BTC atual: 28007.99 | Horário da Captura: 2023-08-17 14:06:11 | Previsão: 28909.19
Valor do BTC atual: 28035.61 | Horário da Captura: 2023-08-17 14:10:00 | Previsão: 28909.19
Valor do BTC atual: 28034.03 | Horário da Captura: 2023-08-17 14:10:00 | Previsão: 28909.19
Valor do BTC atual: 28034.01 | Horário da Captura: 2023-08-17 14:10:01 | Previsão: 28909.19
Valor do BTC atual: 28032.22 | Horário da Captura: 2023-08-17 14:10:01 | Previsão: 28909.19
Valor do BTC atual: 28032.01 | Horário da Captura: 2023-08-17 14:10:01 | Previsão: 28909.19
Valor do BTC atual: 28032.01 | Horário da Captura: 2023-08-17 14:10:02 | Previsão: 28909.19
Valor do BTC atual: 28032.00 | Horário da Captura: 2023-08-17 14:10:02 | Previsão: 28909.19
Valor do BTC atual: 28032.00 | Horário da Captura: 2023-08-17 14:10:03 | Previsão: 28909.19
Valor do BTC atual: 28032.00 | Horário da Captura: 2023-08-17 14:10:03 | Previsão: 28909.19
Valor do BTC atual: 28015.54 | Horário da Captura: 2023-08-17 14:24:07 | Previsão: 28909.19
Valor do BTC atual: 26450.00 | Horário da Captura: 2023-08-17 19:54:44 | Previsão: 28909.19
Valor do BTC atual: 26798.00 | Horário da Captura: 2023-08-17 20:02:06 | Previsão: 24036.05
Valor do BTC atual: 26834.91 | Horário da Captura: 2023-08-17 20:05:58 | Previsão: 24036.05
Valor do BTC atual: 26498.62 | Horário da Captura: 2023-08-17 20:36:05 | Previsão: 24036.05
Valor do BTC atual: 26691.46 | Horário da Captura: 2023-08-17 21:06:19 | Previsão: 24036.05
Valor do BTC atual: 26709.99 | Horário da Captura: 2023-08-17 21:36:24 | Previsão: 24036.05
Valor do BTC atual: 26721.80 | Horário da Captura: 2023-08-17 21:40:49 | Previsão: 24036.05
